"","song_id","title","release","artist_name","year"
"1126250","SOVNVRF12A8C14477B","I Can't Stay","Day & Age","The Killers",2008
"1126251","SOXTPMJ12A6D4FB1A2","A New Level [Live Version]","Official Live: 101 Proof","Pantera",1997
"1126252","SOYQFQP12A6D4FBDC7","This Love  (Remastered LP Version)","The Best Of Pantera: Far Beyond The Great Southern Cowboy's Vulgar Hits","Pantera",0
"1126253","SOZAQGS12A6D4FB4F5","Hollow (LP Version)","Vulgar Display Of Power","Pantera",1992
"1126254","SOZVSSP12AB01819DE","LoveGame","LoveGame","Lady GaGa",2008
"1139801","SOADSKA12AB01860FA","Luno","Silent Alarm","Bloc Party",2005
"1139802","SOAGRCT12AB017B552","Positive Tension","Skins","Bloc Party",2005
"1139803","SOAMWDX12A58A7B898","This Bitter Pill","The Places You Have Come To Fear The Most","Dashboard Confessional",2001
"1139804","SOAPBTS12AF729BFB8","The Good Fight","The Places You Have Come To Fear The Most","Dashboard Confessional",2001
"1139805","SOBPJQW12A8C13B943","Rusted Wheel","Carnavas","Silversun Pickups",2006
"1139806","SOBTOGN12A6310F927","One Of These Things First","Garden State - Music From The Motion Picture","Nick Drake",1970
"1139807","SOCESFW12A58A7DC8C","Hard To Explain","Is This It","The Strokes",2001
"1139808","SOCESFW12A58A7DC8C","Hard To Explain","Is This It","The Strokes",2001
"1139809","SOCLSLO12A8C137815","Blood On The Ground","Morning View","Incubus",2001
"1139810","SOCTIEL12A582A2957","Intermission (Album Version)","A Fever You Can't Sweat Out","Panic! At The Disco",2005
"1139811","SODNGEM12A6D4FCA8F","Flugufrelsarinn","Agaetis Byrjun","Sigur Ros",1999
"1139812","SODYGRP12A6D4F7FCC","Grand Theft Autumn/Where Is Your Boy (Album Version)","Take This To Your Grave","Fall Out Boy",2003
"1139813","SOKLQRE12A58A7BB97","Hate To Say I Told You So","Spider Man - Music From And Inspired By","The Hives",2000
"1139814","SOKOFXH12A6D4F9B32","Plans (Replanned by Mogwai)","Silent Alarm Remixed","Bloc Party",2005
"1139815","SOLDBRG12A8C13A1ED","For Boston (Album Version)","Sing Loud Sing Proud","Dropkick Murphys",0
"1139816","SOLHMVP12A8C13B935","Future Foe Scenarios","Carnavas","Silversun Pickups",2006
"1139817","SOLNVZW12A582A2C28","' Cello Song","Way To Blue - An Introduction To Nick Drake","Nick Drake",0
"1139818","SONKMBE12A8C137F81","There Is","Box Car Racer","Box Car Racer",2002
"1139819","SOOOEJL12A6D4FB43A","Saints And Sailors","The Places You Have Come To Fear The Most","Dashboard Confessional",2001
"1139820","SOPNLBX12A8C1377D4","Nice To Know You","Monuments And Melodies","Incubus",2001
"1139821","SOPONUS12A6D4FB437","Screaming Infidelities","The Places You Have Come To Fear The Most","Dashboard Confessional",2000
"1139822","SOPZRVF12A8C13B94B","Common Reactor","Carnavas","Silversun Pickups",2006
"1139823","SOQNRFZ12AB017F899","The Pioneers","Silent Alarm","Bloc Party",2005
"1139824","SOQTCHH12A6D4F5AAD","ný Batterý","NY Batteri","Sigur Ros",0
"1139825","SOSCRAG12A6D4F96AE","Time To Dance (Album Version)","A Fever You Can't Sweat Out","Panic! At The Disco",2005
"1139826","SOSDSUB12A6D4F5DC9","The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix)","Snakes On A Plane [OST]","Panic! At The Disco",2006
"1139827","SOTKNTF12A8C144A0D","Naked As We Can","The L Word: The Second Season","Iron And Wine",0
"1139828","SOURBIU12AC3DF683C","Salty Dog","Live at the Greek Theatre","Flogging Molly",1999
"1139829","SOVBDBH12AB0184F69","Every Dog Has Its Day","Live at the Greek Theatre","Flogging Molly",2000
"1139830","SOVFUXP12AB018F6F0","Johnny_ I Hardly Knew Ya","Live on Lansdowne_ Boston MA","Dropkick Murphys",0
"1139831","SOVXUCJ12A6701FBC2","Still Don't Give A Fuck","The Slim Shady LP","Eminem",1999
"1139832","SOWZPSA12AB0187979","I Constantly Thank God For Esteban [Live In Chicago]","Live In Chicago","Panic At The Disco",0
"1139833","SOYIOZB12A58A797FC","This Ain't A Scene_ It's An Arms Race","This Ain't A Scene_ It's An Arms Race","Fall Out Boy",0
"1139834","SOYNJLU12AB0187967","Camisado [Live In Chicago]","Live In Chicago","Panic At The Disco",0
"1139835","SOYVBOU12A6D4F5BC5","I Feel So","Box Car Racer","Box Car Racer",2002
"1139836","SOZNXMN12A8C1439A9","Things Behind The Sun","Island Folk Box Set - Meet On The Ledge","Nick Drake",1972
"1153784","SOAXTWB12AF72A1545","This Ain't A Love Song","These Days","Bon Jovi",1995
"1153785","SOJBFFO12A6D4F6D00","Stuck With You","Fore!","Huey Lewis And The News",1986
"1153786","SOJUOYC12AB017F6A7","Jailbreak","The Boys Are Back In Town / Jailbreak","Thin Lizzy",1976
"1153787","SOVWQVB12AB017BDC2","Jealous Of The Moon","Reason's Why (The Very Best)","Nickel Creek",2005
"1153788","SOXWHOW12A8C13D3F6","Dear God","Fossil Fuel: The XTC Singles Collection 1977 - 1992","XTC",1986
"1158322","SOKLURJ12A6D4F7814","Aldebaran","The Celts","Enya",1987
"1158323","SOMGIYR12AB0187973","Behind The Sea [Live In Chicago]","Live In Chicago","Panic At The Disco",0
"1158324","SOPUCYA12A8C13A694","Canada","The End Is Here","Five Iron Frenzy",0
"1158325","SOSROFB12AAF3B4C5D","You Belong With Me","Fearless","Taylor Swift",2008
"1158326","SOULLOA12A6701FC56","Sad Lisa","On The Road To Find Out (Repackaged)","Cat Stevens",1970
"1197288","SOAEHEX12A8C13EFA4","Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)","Paper Trail","T.I.",2008
"1197289","SOANRRH12AB01861EB","No One Else","Weezer","Weezer",1994
"1197290","SOLIVXX12A6D4F7950","Fuck Tha Police","Straight Outta Compton (2002 Digital Remaster) (Explicit)","N.W.A.",1989
"1197291","SOMUXVE12A6D4F6EAB","Missing","Love In The 90's","Everything But The Girl",1994
"1197292","SOWGZIE12A6D4FC6F2","Strangers In The Wind","In Ghost Colours","Cut Copy",2008
"1197293","SOXNZUH12AB018393F","Happy Up Here","Happy Up Here","Royksopp",2009
"1244344","SOBJSLW12A6D4F9158","Wonderwall","Kids Lullaby Pac","Ryan Adams",2003
"1244345","SOCAAWX12A6D4F7901","Jesus_ Etc.","Kicking Television_ Live in Chicago","Wilco",0
"1244346","SOCBBGJ12AF72A0922","Sleeping Sickness","Bring Me Your Love","City And Colour",2008
"1244347","SOGYNPB12AB018566D","The Girl","Bring Me Your Love","City And Colour",2008
"1244348","SOWVLMZ12A8C133A82","Body In A Box","Bring Me Your Love","City And Colour",2008
"1244349","SOXBQDJ12A6D4F93CC","When The Stars Go Blue","Beautiful Love:The Indie Love Songs Collection","Ryan Adams",2001
"1267692","SOAVFLR12A8C138576","Now I'm High_ Really High","Underground Vol. I","Triple Six Mafia",0
"1267693","SOCNLEI12A67021565","All Tomorrow's Parties","The Velvet Underground & Nico","The Velvet Underground / Nico",1966
"1267694","SOCPTWE12A6701E2F8","More Than Words","Evening Moods","Extreme",0
"1267695","SODJANU12AB0188D30","Jazz Street","Jazz Street","Jaco Pastorius_ Brian Melvin",0
"1267696","SOEDLZQ12A8C133B68","Ain't Misbehavin'","Louis Armstrong: Hot Fives & Sevens - Vol. 4","Louis Armstrong",1985
"1267697","SOKJRAT12A8C142ECA","Heresy","The Downward Spiral","Nine Inch Nails",1994
"1267698","SOKQYVG12A58A75445","Wayfaring Stranger","Cold On The Shoulder","Tony Rice",2008
"1267699","SOLDNKA12AB01823F4","Sally Goodin'","The Grascals","The Grascals",2005
"1267700","SOLJNZQ12A8C1440E0","Black Jack County Chains","By Request","The Del McCoury Band",0
"1267701","SOQBMFK12A8C13835B","Found Home","End Of The Millenium","59 Times the Pain",1999
"1267702","SOSNYHM12A67ADAFC8","Patriach On A Vespa","Live It Out","Metric",2005
"1267703","SOSPSPH12AF72A72D9","Flacana 16","Flacana Flacana","Melodium",2006
"1267704","SOSYVNJ12AB01829E8","Teenage Crush","50 Rock 'N' Roll Worlwide Number Ones","Tommy Sands",1996
"1267705","SOYFZMA12A8C140E90","Got Nuffin'","Got Nuffin'","Spoon",2010
"1292088","SOAUWYT12A81C206F1","Undo","Vespertine Live","Björk",2001
"1292089","SOBONKR12A58A7A7E0","You're The One","If There Was A Way","Dwight Yoakam",1990
"1292090","SOBRHVR12A8C133F35","Luvstruck","Hard House Anthems","Southside Spinners",1999
"1292091","SOHTKMO12AB01843B0","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Catch You Baby","Lonnie Gordon",0
"1292092","SOJCJMT12A8AE492E5","Musti Sotakoira (2007 Digital Remaster)","Musti Sotakoira","Kollaa Kestää",0
"1292093","SONQCXC12A6D4F6A37","Strut (1993 Digital Remaster)","The World Of Sheena Easton - The Singles","Sheena Easton",0
"1292094","SOUDBWL12A6D4F8155","Costruire","Novo Mesto","Niccolò Fabi",2006
"1292095","SOUNZHU12A8AE47481","I CAN'T GET STARTED","It's The Time","Ron Carter",0
"1292096","SOVDSJC12A58A7A271","Ain't Misbehavin","Summertime","Sam Cooke",0
"1292097","SOXBRKW12A8C142084","'Til We Die (Album Version)","All Hope Is Gone","Slipknot",0
"1292098","SOYABSZ12A81C1FEAC","Masquerade (Reality Check Album Version)","Reality Check","Reality Check",1997
"1305154","SOBONKR12A58A7A7E0","You're The One","If There Was A Way","Dwight Yoakam",1990
"1305155","SOCDOVE12AB01808DE","Handlebars (UK Radio Edit)","Now That's What I Call Music! 71","Flobots",2008
"1305156","SODNXDD12AB018331A","September","Leave This Town","Daughtry",2009
"1305157","SODORVA12A8C13B259","Someday","The Long Road","Nickelback",2003
"1305158","SODORVA12A8C13B259","Someday","Now That's What I Call Music! Vol. 14","Nickelback",2003
"1305159","SOGDKEK12AF72A193B","Higher","Greatest Hits","Creed",0
"1305160","SOGGPKT12A8C1424BE","Into The Night","Ultimate Santana","Santana Featuring Chad Kroeger",0
"1305161","SOHZCHN12AF729F303","Dude (Looks Like A Lady)","Gold","Aerosmith",1987
"1305162","SOJDZGE12A8C14165B","Dead & Bloated (LP Version)","Core","Stone Temple Pilots",1992
"1305163","SOJKQSF12A6D4F5EE9","What I've Done (Album Version)","What I've Done","Linkin Park",2007
"1305164","SOKOTZG12A6D4F9519","Into The Ocean","Foiled","Blue October",2006
"1305165","SOLRGNF12AB0187CF4","Sample Track 2","Dance & Hip Hop Breaks","Simon Harris",0
"1305166","SOQQSYT12A6310F0C7","My Band","Ultimate R&B 2008 (Double Album)","D-12",2004
"1305167","SOTWNDJ12A8C143984","Marry Me","Save Me_ San Francisco","Train",2009
"1305168","SOUYCCS12AB01804F2","One Last Breath","Weathered","Creed",0
"1305169","SOWCKVR12A8C142411","Use Somebody","Use Somebody","Kings Of Leon",2008
"1305170","SOWCKVR12A8C142411","Use Somebody","Hitzone 49","Kings Of Leon",2008
"1305171","SOWGRYA12A81C2176C","I Stand Alone","Good Times_ Bad Times - Ten Years of Godsmack","Godsmack",2002
"1305172","SOYWRLV12AB0186090","I Write Sins Not Tragedies [Live In Chicago]","Live In Chicago","Panic At The Disco",0
"1305173","SOZSQYV12AB018B652","Bullets","Greatest Hits","Creed",0
"1325898","SOAKMDU12A8C1346A9","Such Great Heights","Grey's Anatomy Original Soundtrack","The Postal Service",2003
"1325899","SOAUNAX12AB01876D0","The Prize","Hell Train","Soltero",0
"1325900","SOCLANN12AC907598C","Love In 2 Parts","Distillation","Erin McKeown",2000
"1325901","SODLAPJ12A8C142002","Mia","First Love","Emmy The Great",2007
"1325902","SODTQFE12A8C133B0B","Music Now","Sings The Greys","Frightened Rabbit",2006
"1325903","SOEOJHS12AB017F3DC","Help I'm Alive","Fantasies","Metric",2009
"1325904","SOFOTUL12A8C140E25","My Rights Versus Yours","Challengers","The New Pornographers",2007
"1325905","SOFRQTD12A81C233C0","Sehr kosmisch","Musik von Harmonia","Harmonia",0
"1325906","SOFWLRF12AB017F405","Satellite Mind","Fantasies","Metric",2009
"1325907","SOGXOTT12AB0187D87","Anonanimal","Noble Beast","Andrew Bird",2007
"1325908","SOHHJTA12A8C141725","The Twist","I Feel Better","Frightened Rabbit",2008
"1325909","SOIYNJG12AB01810B2","You're A Cad","Ray Guns Are Not Just The Future","the bird and the bee",2009
"1325910","SOJVPDY12AF72A1B04","What's In The Middle","Ray Guns Are Not Just The Future","the bird and the bee",2009
"1325911","SOMGPML12A8C13AE8C","Red Socks Pugie","Antidotes","Foals",2008
"1325912","SOMHFSB12AC907599A","Blackbirds","Distillation","Erin McKeown",2000
"1325913","SOMXOYT12A8AE46E10","Piazza_ New York Catcher","Juno - Music From The Motion Picture","Belle and Sebastian",0
"1325914","SONAISQ12A81C2236D","Forks And Knives (La Fête)","The Flying Club Cup","Beirut",2007
"1325915","SONMBPQ12A6D4F95A3","Postcards From Italy","The Gulag Orkestar","Beirut",2005
"1325916","SOOGVID12A8C13C96F","Chump Change","Electric Version","The New Pornographers",2003
"1325917","SORASHE12A6D4FA7B8","Three Hopeful Thoughts","The Execution Of All Things","Rilo Kiley",2002
"1325918","SOSACAB12AB01876E4","From The Station","Hell Train","Soltero",0
"1325919","SOSCPEL12A81C2034B","Easy/Lucky/Free - Radio Edit","Gold Mine Gutted","Bright Eyes",2005
"1325920","SOTGHQR12A8C1406C5","Coda","A Cork Tale Wake","Chris Bathgate",2006
"1325921","SOUEGBF12AB017EFD5","Van Helsing Boombox","Six Demon Bag","Man Man",2006
"1325922","SOUTICS12A8C13C96C","The Laws Have Changed","Electric Version","The New Pornographers",2003
"1325923","SOUZDWT12B0B80BC62","Phantom Limb (Album)","Wincing The Night Away","The Shins",2007
"1325924","SOYCZLK12A6D4FA7B4","Capturing Moods","The Execution Of All Things","Rilo Kiley",2002
"1330562","SOAFELG12A8C1323D5","Iconography","Blue Notebooks","Max Richter",2004
"1330563","SOBDMNP12AF72AB1E1","Indo Silver Club","Homework","Daft Punk",1996
"1330564","SOBPKPW12A6701E8F9","'Till I Collapse","The Eminem Show","Eminem / Nate Dogg",2002
"1330565","SOBYHAJ12A6701BF1D","Constellations","In Between Dreams","Jack Johnson",2005
"1330566","SOBZCTQ12AB0183220","Love","Attack Decay Sustain Release","Simian Mobile Disco",2007
"1330567","SOCQOKM12AB018C7F8","Latin America","Latin","Holy Fuck",2010
"1330568","SODCXVC12A8C139446","Horizon Variations","Blue Notebooks","Max Richter",2004
"1330569","SODXQBE12A6701C80C","The Kiss","The Eminem Show","Eminem",2002
"1330570","SOEDKTW12AF72A9F47","Curtains Close","The Eminem Show","Eminem",2002
"1330571","SOEGAZP12A8BED7496","Carpates","Waters Of Nazareth","Justice",0
"1330572","SOERYLG12A6701F07F","Times Like These","On And On","Jack Johnson",2003
"1330573","SOEWPFY12AF729F7FC","Say What You Say","The Eminem Show","Eminem / Dr. Dre",2002
"1330574","SOGDDKR12A6701E8FA","My Dad's Gone Crazy","The Eminem Show","Eminem / Hailie Jade",2006
"1330575","SOGIEOU12A8C134815","Human Behaviour","Debut Live","Björk",1993
"1330576","SOGSYMR12A6D4F7B08","Palmdale","The Good Times","Afroman",2000
"1330577","SOGVKVI12A58A7C1E9","Money On My Mind","Tha Carter II","Lil Wayne",0
"1330578","SOGXGKK12AB0184CD6","Kut-Off","Skream!","Skream",2006
"1330579","SOHEMBB12A6701E907","Superman","The Eminem Show","Eminem / Dina Rae",2003
"1330580","SOHNOOC12A8C13BF35","The District Sleeps Alone Tonight (Album)","Give Up","Postal Service",2003
"1330581","SOHRQFL12A6D4F3C8A","Terre Promise","77 Souter'1 Vol.2","O'Rosko Raricim",0
"1330582","SOJMVYO12A8C1323D9","Arboretum","Blue Notebooks","Max Richter",2004
"1330583","SOJVDAH12A58A79CAE","Organum","Blue Notebooks","Max Richter",2004
"1330584","SOJZBHH12AB017F611","Ballad Of Big Nothing","Either Or","Elliott Smith",0
"1330585","SOKLVUI12A6701BF1B","If I Could","In Between Dreams","Jack Johnson",2005
"1330586","SOKNWRZ12A8C13BF62","Natural Anthem (Album)","Give Up","Postal Service",2003
"1330587","SOKUTUM12A6701D9CD","Do You Remember","In Between Dreams","Jack Johnson",2005
"1330588","SOKWSJO12A58A79BC3","Walk On Water","Now You're Gone","Basshunter",2007
"1330589","SOLLHNB12A8C1431C2","Heaven","Got Snow?","Re-up Gang",2006
"1330590","SOLZTYD12A8C143215","Another Place","Armada's Amsterdam Dance Event Tunes (2008)","Mischa Daniels",2008
"1330591","SONAQRQ12AB017FD0B","Angeles","Either Or","Elliott Smith",0
"1330592","SONCZXW12A8C13A28A","Rock This Town","Back To The Alley","Stray Cats",1981
"1330593","SONWKBL12AF72A03CA","Show Me","Once Again","John Legend",2006
"1330594","SOOOICO12A8C139457","Old Song","Blue Notebooks","Max Richter",2004
"1330595","SOOPCWY12A8C133E7D","Hedonism - Just Because You Feel Good","Hedonism - Just Because You Feel Good","Skunk Anansie",0
"1330596","SOOSVDW12AB017E3B8","All I Ever Wanted","Jingle Bells (Bass)","Basshunter",2008
"1330597","SOOXPBW12AF72A359C","Shadow Journal","Valse Avec Bachir","Max Richter - Tilda Swinton",2004
"1330598","SOPCDRW12AB017F61A","Between The Bars","Either Or","Elliott Smith",0
"1330599","SOPCTBB12AF72A1B64","Hailie's Song","The Eminem Show","Eminem",2002
"1330600","SOPTXDZ12A8C13518C","Un Aro En La Nariz","//:Tres.Jeans","Jeans (Mexico)",0
"1330601","SOQOXSB12A6D4F95BB","It's Dangerous Business Walking Out Your Front Door","They're Only Chasing Safety","Underoath",2004
"1330602","SOSDGUX12AB01802FE","Sweet Dreams","Sweet Dreams","Beyoncé",2008
"1330603","SOTCEEW12A58A7B5F8","Vladimir's Blues","Blue Notebooks","Max Richter",2004
"1330604","SOTCMDJ12A6D4F8528","The Gift","We Don't Need To Whisper","Angels and Airwaves",2006
"1330605","SOUSAXA12AF72A73F5","North American Scum","North American Scum","LCD Soundsystem",2007
"1330606","SOUXTDJ12A6D4F95B7","A Boy Brushed Red Living In Black And White","They're Only Chasing Safety","Underoath",2004
"1330607","SOVHVBJ12A58A7AB0A","The Way Things Go","Identification Parade","Octopus Project",2002
"1330608","SOVQSQZ12A8C13F960","..Come Around","..Come Around","Collie Buddz",0
"1330609","SOWGXOP12A6701E93A","Without Me","Without Me","Eminem",2002
"1330610","SOXAYEX12AF72A6225","Hit Em Up","Tha Carter II","Lil Wayne",0
"1330611","SOXKNCA12A6D4F8EBD","King & Queen","Reflections - A Retrospective","Mary J. Blige / John Legend",2006
"1330612","SOYCGVD12AF729F8C2","Square Dance","The Eminem Show","Eminem",2002
"1330613","SOYLMRI12A679D8AD1","The Day The Niggaz Took Over","Natural Born Killers","Dr. Dre",1992
"1347644","SOAIDAS12A6D4F6749","Amor Prohibido","Amor Prohibido","Selena",0
"1347645","SOARTRF12AB0181F4D","Por quererte","40:04","Efecto Mariposa",2009
"1347646","SOAUWYT12A81C206F1","Undo","Vespertine Live","Björk",2001
"1347647","SOBCSFE12A6D4F814A","El Chico Del Apartamento 512","Todos Mis Exitos Vol. 2","Selena",0
"1347648","SOBONKR12A58A7A7E0","You're The One","If There Was A Way","Dwight Yoakam",1990
"1347649","SOCWMNH12A6D4F8013","La Carcacha","Mis Mejores Canciones - 17 Super Exitos","Selena",2005
"1347650","SOEMWNK12A67AD8797","Guerrilla Monsoon Rap","Quality","Talib Kweli / Pharoahe Monch / Black Thought",2002
"1347651","SOEOCTY12AB017C96A","No Dejes Que...","El Silencio","Caifanes",1992
"1347652","SOFRSCA12A6701D29D","Y solo se me ocurre amarte (Unplugged)","Grandes exitos 1991-2004","Alejandro Sanz",0
"1347653","SOFZZDU12AF72A1998","Dreaming Of You","Through The Years/ A Traves De Los Anos","Selena",0
"1347654","SOJSNUL12A8C136742","Triumph","Wu: The Story Of The Wu-Tang Clan","Wu-Tang Clan featuring CappaDonna",1997
"1347655","SOLEIOT12A67021989","Laura non c'è","Lei_ gli amici e tutto il resto","Nek",0
"1347656","SONGIPI12A8AE46162","Rayando el sol","Eclipse","Maná",1990
"1347657","SONPPVD12AB0185514","Frijolero","Dance And Dense Denso","Molotov",2003
"1347658","SOOCMSA12AB017F6BD","Dile al amor","The Last","Aventura",2009
"1347659","SOPTQFY12A58A7B624","I Could Fall In Love","Unforgettable","Selena",0
"1347660","SOQTNLY12A8C13B6FE","El duelo","Invisible","La Ley",1995
"1347661","SORWBIZ12A58A7C70A","En La Ciudad De La Furia","Doble Vida","Soda Stereo",1988
"1347662","SOSXLTC12AF72A7F54","Revelry","Only By The Night","Kings Of Leon",2008
"1347663","SOUFTON12A670203AF","I Need Love","Bigger & Deffer","LL Cool J",1987
